id,name,phone,timeOpen,ratingAverage,details,rangePrice,Longitude,Latitude,address
846,La Vang Cafe,Chưa xác thực,,4.0,"Kiểu Việt, Phù hợp với người ăn chay, Dịch vụ bàn, Cửa hàng bán thức ăn mang về, Chỗ ngồi",400.000 vnd - 700.000 vnd,106.7090441,10.793296,"WinMart+, 33, Đường Nguyễn Văn Lạc, Phường 21, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 77000, Việt Nam"
847,La Vie En Rose,+84 97 458 77 88,Mở cửa sau 19 phút nữa:  Xem tất cả giờ,4.5,Bữa tối,400.000 vnd - 700.000 vnd,106.6911428,10.780981,"Nhà Hàng Belgo Belgian Craft Beer Brewery, Đường Lê Quý Đôn, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
848,La Villa French Restaurant by Thierry Mounon,+84 28 3898 2082,Đang mở cửa: 11:45 SA - 1:30 CH6:45 CH - 9:30 CH,4.5,"Kiểu Pháp, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten",700.000 vnd - 1.000.000 vnd,106.7441739,10.8069886,"Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
849,La Vita Bakery,+84 8 6252 7373,Đóng cửa sau 17 phút nữa:  Xem tất cả giờ,4.0,"Kiểu Đức, Kiểu Anh, Bữa sáng, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.7018186,10.7781382,"Vincom Center Đồng Khởi, 53, Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
850,Laang Restaurant,+84 28 6650 4344,Đang mở cửa: 07:00 SA - 11:00 CH,5.0,"Kiểu Việt, Kiểu Á, Tốt cho sức khỏe, Phù hợp với người ăn chay, Tùy chọn ăn chay",100.000 vnd - 400.000 vnd,106.7018186,10.7781382,"Vincom Center Đồng Khởi, 53, Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
851,Laang Saigon Central,+84 28 6684 7708,Đang mở cửa: 07:00 SA - 11:00 CH,5.0,"Kiểu Á, Kiểu Việt, Quầy rượu vang, Bữa sáng, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.7041033,10.773159,"Prince Hotel Saigon, 63, Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
852,Lac Thai Restaurant,(84-8) 8237 506,Đang mở cửa: 10:00 SA - 10:00 CH,4.0,"Kiểu Á, Kiểu Thái, Phù hợp với người ăn chay, Tùy chọn ăn chay",100.000 vnd - 400.000 vnd,106.7109078,10.7898816,"Nhà Hàng Here & Now, 74/1, Phạm Viết Chánh, Phường 19, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 77000, Việt Nam"
853,Lady Hau,+84 8 6294 7048,,4.5,"Kiểu Á, Món kết hợp, Kiểu Việt, Bữa tối, Bữa trưa",700.000 vnd - 1.000.000 vnd,106.7409716,10.8023796,"Vincom Megamall Thảo Điền, Đường D1, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
854,Lai Restaurant,+84 90 311 60 38,Đang mở cửa: 11:30 SA - 2:00 CH6:00 CH - 11:00 CH,5.0,"Kiểu Trung Quốc, Kiểu Á, Phong cách ẩm thực Fusion Nhật Bản, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten, Bữa trưa, Bữa tối, Đồ uống",400.000 vnd - 700.000 vnd,106.7046782,10.7607982,"Quán Nướng Bơ, 128, Vĩnh Khánh, Phường 10, Quận 4, Thành phố Hồ Chí Minh, 72800, Việt Nam"
855,Lai176 Steakhouse,+84 8 6215 3313,Đang mở cửa: 10:00 SA - 10:00 CH,4.5,"Nhà hàng bít tết, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",400.000 vnd - 700.000 vnd,106.69804,10.788901,"Nhà Hàng El Camino Korean Tacos, 90, Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
856,Lamenda Saigon Cafe & Restaurant,+84 28 3823 9292,Đang mở cửa: 07:00 SA - 11:00 CH,3.5,"Quầy bar, Cà phê, Kiểu Âu, Phù hợp với người ăn chay",100.000 vnd - 400.000 vnd,106.7398434,10.8048684,"Cửa Hàng Đồ Nội Thất, 23, Đường Trần Ngọc Diện, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
857,Làng ẩm thực Cù Lao Xanh,+84 88 989 80 00,Đang mở cửa: 10:00 SA - 11:00 CH,4.5,"Hải sản, Kiểu Việt, Nhà hàng bán bia, Quán rượu, Món kết hợp, Kiểu Bữa tối, Bữa trưa, Bữa tối, Đồ uống",400.000 vnd - 700.000 vnd,106.6877731,10.7970123,"Cà Phê Mani, Hoa Mai, Phường 2, Quận Phú Nhuận, Thành phố Hồ Chí Minh, 72210, Việt Nam"
858,Lang Nuong Nam Bo,+84 8 3863 2309,Đang mở cửa: 09:00 SA - 11:00 CH,4.5,"Đồ nướng, Kiểu Á, Kiểu Việt, Tùy chọn đồ ăn không có gluten, Bữa trưa, Bữa tối, Đêm muộn",400.000 vnd - 700.000 vnd,106.7059355,10.7740039,"Le Comptoir, Đường Ngô Ðức Kế, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
859,Làng Nướng Nam Bộ,+84 28 3516 2084,,5.0,Món kết hợp,400.000 vnd - 700.000 vnd,106.6895293,10.7751582,"Nhà Hàng Prem Bistro & Cafe, 204, Nguyễn Đình Chiểu, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
860,Làng nướng nhỏ Bà Sáu,+84 90 823 07 21,Đang mở cửa: 6:00 CH - 04:00 SA,3.5,"Đồ nướng, Kiểu Á, Kiểu Việt, Cửa hàng bán thức ăn mang về, Ngồi ngoài trời, Chỗ ngồi, Phục vụ đồ uống có cồn, Wifi miễn phí",100.000 vnd - 400.000 vnd,106.6937701,10.7703358,"Cheergul House, 14/3M, Đường Nguyễn Thái Học, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
861,Làng Rau Sạch Củ Chi,+84 97 350 24 34,Đang mở cửa: 07:30 SA - 9:00 CH,5.0,"Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa trưa, Bữa tối, Bữa sáng",400.000 vnd - 700.000 vnd,106.732608,10.8033703,"Nhà Hàng Ụt Ụt, Xuân Thuỷ, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
862,L'angfarm Buffet,+84 28 3836 3900,,5.0,Kiểu Trung Quốc,400.000 vnd - 700.000 vnd,106.6650419,10.8099692,"Big Pig BBQ & Beer- Truong Son, 46, Trường Sơn, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, 72106, Việt Nam"
863,L'Angolo,+84 120 875 4192,Đang mở cửa: 08:00 SA - 12:00 SA,5.0,"Kiểu Ý, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",100.000 vnd - 400.000 vnd,106.7044971,10.7775966,"Hẻm 5 Nguyễn Siêu, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
864,Last Call,+84 8 3823 3122,Đang mở cửa: 6:00 CH - 04:00 SA,4.5,"Quầy bar, Quán rượu, Quầy rượu vang, Bữa tối, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.6991939,10.773782,"Lounge, Nguyễn Trung Trực, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
865,Last Call Rooftop Hồ Con Rùa,+84 8 2999 9185,Đang mở cửa: 4:00 CH - 12:00 SA,5.0,"Kiểu Mỹ, Kiểu Á, Bản địa, Bữa tối, Bãi đỗ xe có vé, Phục vụ đồ uống có cồn",400.000 vnd - 700.000 vnd,106.7062995,10.7744649,"Khách sạn Renaissance Riverside Sài Gòn, 8-15, Đường Tôn Ðức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 72806, Việt Nam"
866,Latest Recipe,+84 28-62636688,Đang mở cửa: 06:00 SA - 10:00 CH,4.5,"Quốc tế, Kiểu Việt, Thịt nướng, Tùy chọn ăn chay, Phù hợp với người ăn chay, Tùy chọn đồ ăn không có gluten",700.000 vnd - 1.000.000 vnd,106.7030323,10.7751428,"Miniso, Nguyễn Thiệp, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
867,Latino Club Saigon,+84 93 816 88 19,Đang mở cửa: 11:00 SA - 11:00 CH,4.5,"Kiểu Mexico, Kiểu Brazil, Kiểu Caribê, Kiểu Tây Ban Nha, Kiểu Argentina, Kiểu Cuba, Kiểu Nam Mỹ, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.7078015,10.7314134,"Nội Khu Hưng Phước 2, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 72915, Việt Nam"
868,Latitude 10,+84 28 6263 6688,Đang mở cửa: 07:30 SA - 11:00 CH,4.5,"Quầy rượu vang, Cà phê, Đồ uống, Bữa sáng",100.000 vnd - 400.000 vnd,106.697025,10.7856273,"Cafe Thứ 7, Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
869,Lẩu Cá Kèo Bà Huyện,Chưa xác thực,,4.0,"Kiểu Việt, Kiểu Á, Bữa tối, Bữa trưa, Dịch vụ bàn, Đặt chỗ",400.000 vnd - 700.000 vnd,106.6974474,10.782756,"Toà nhà Centec Tower, 72-74, Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 71006, Việt Nam"
870,Lau de 304,+84 8 3991 6890,Đang mở cửa: 10:00 SA - 10:30 CH,5.0,"Kiểu Việt, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.6993663,10.7844366,"KFC, Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
871,Lau de 3q,8454317238,,4.5,Kiểu Việt,100.000 vnd - 400.000 vnd,106.7033631,10.7733841,"Quán Bar The First, Huỳnh Thúc Kháng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
872,Lau De Truong Dinh,+84 8 3930 4296,,4.0,"Kiểu Việt, Bữa tối",400.000 vnd - 700.000 vnd,106.7087907,10.7886938,"Căn Hộ Chung Cư Nguyễn Ngọc Phương, Nguyễn Ngọc Phương, Phường 19, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 77000, Việt Nam"
873,Lẩu Gà Ớt Hiểm 109,+84 88 826 52 65,Đang mở cửa: 11:00 SA - 10:30 CH,5.0,"Kiểu Trung Quốc, Vân Nam, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.6908364,10.7947157,"Hẻm 85 Trần Khắc Chân, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, 72210, Việt Nam"
874,Lau Hong Kong Bone & Pot,+84 28 3925 7888,,4.0,"Kiểu Trung Quốc, Bữa tối, Đặt chỗ",400.000 vnd - 700.000 vnd,106.6734363,10.7578632,"Trung Tâm Thương Mại An Đông Plaza, Đường Yết Kiêu, Phường 9, Quận 5, Thành phố Hồ Chí Minh, 73009, Việt Nam"
875,Lẩu Lòng Bò Nhật Bản,+84 8 3526 0122,Đang mở cửa: 5:00 CH - 12:00 SA,4.5,"Kiểu Nhật, Đồ nướng, Kiểu Á, Quán rượu, Tốt cho sức khỏe, Thức ăn đường phố, Bữa tối",100.000 vnd - 400.000 vnd,106.6904679,10.7691669,"Nhà Hàng Zìn Ký, Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
876,Lẩu Mắm Quán Vy,38354815,,5.0,Kiểu Việt,100.000 vnd - 400.000 vnd,106.7046561,10.7790414,"Khách Sạn Sun Flower, 11b, Đường Thái Văn Lung, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
877,Lẩu nấm Ashima,+84 8 3997 5183,,4.0,"Kiểu Á, Phù hợp với người ăn chay, Tùy chọn ăn chay",400.000 vnd - 700.000 vnd,106.7098417,10.7231977,"Phở Hùng, Đường Lý Long Tường, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 72915, Việt Nam"
878,Lau Nam Chay An Nhien Vegetarian Restaurant (Nguyen Van Thu),+84 28 3910 1129,Đang mở cửa: 09:30 SA - 9:30 CH,5.0,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay",20.000 vnd - 99.000 vnd,106.7006058,10.7731248,"Trung tâm mua sắm Saigon Centre, Nam Kỳ Khởi Nghĩa, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
879,L'Aura De NamKy,+84 28 3888 8777,Đang mở cửa: 10:00 SA - 10:00 CH,3.5,"Kiểu Việt, Kiểu Á, Bữa trưa, Bữa tối",700.000 vnd - 1.000.000 vnd,106.7019995,10.7772693,"Parkson Đồng Khởi, 35 BIS - 45, Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
880,Lava Cuisine & Lounge,+84 92 829 99 93,Đang mở cửa: 12:00 SA - 11:59 CH,4.5,"Nhà hàng bán bia, Quán rượu, Kiểu Việt, Quán bar phục vụ đồ ăn, Bữa sáng, Bữa tối, Đêm muộn",1612358 vnd - 5.000.000 vnd,106.7000103,10.7791522,"get sim card, Công Trường Công Xã Paris, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
881,Lavelle Library,+84 70 7774 877,Đang mở cửa: 07:30 SA - 11:00 CH,4.5,"Kiểu Pháp, Bữa sáng, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.7045393,10.7797681,"Hẻm 17 Đường Thái Văn Lung, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
882,LE 17 Bistro,+84 28 3823 5537,Đang mở cửa: 11:30 SA - 2:30 CH6:00 CH - 10:00 CH,4.5,"Kiểu Pháp, Phù hợp với người ăn chay, Tùy chọn đồ ăn không có gluten",700.000 vnd - 1.000.000 vnd,106.7053248,10.7745727,"Shin Coffee, Hồ Huấn Nghiệp, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
883,Le Bacoulos,+84 8 3519 4058,,4.0,"Kiểu Pháp, Quầy bar, Kiểu Âu, Bữa tối, Bữa trưa, Đêm muộn, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Lối vào ra cho xe lăn, Phục vụ đồ uống có cồn, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.673836,10.798405,"Quán Chay Và, 220/12, Nguyễn Trọng Tuyển, Phường 8, Quận Phú Nhuận, Thành phố Hồ Chí Minh, 72210, Việt Nam"
884,Le Banh mi,Chưa xác thực,Đang mở cửa: 07:00 SA - 11:00 CH,4.0,"Kiểu Á, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Ngồi ngoài trời, Chỗ ngồi, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.700422,10.770358,"Trường Tiểu học Khai Minh, Lê Công Kiều, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
885,Le Café Des Stagiaires - Saigon,+84 98 223 47 93,Đang mở cửa: 5:00 CH - 12:00 SA,4.5,"Kiểu Pháp, Kiểu Bỉ, Kiểu Âu, Bữa tối, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.7000306,10.7690468,"Sen VeganHouse, Phó Ðức Chính, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
886,Le Cafe Restaurant & Bar,+84 28 3888 8866,Đang mở cửa: 06:30 SA - 10:00 CH,5.0,"Cà phê, Kiểu Địa Trung Hải, Kiểu Á, Kiểu Việt, Kiểu Bữa tối, Bữa sáng, Bữa trưa, Bữa tối, Đồ uống",100.000 vnd - 400.000 vnd,106.6915189,10.7693013,"In The Woods hostel, 95/23, Hẻm Nguyễn Trãi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
887,Le Chateau de Saigon Restaurant,+84 8 3932 6777,Đang mở cửa: 11:00 SA - 11:00 CH,4.0,"Kiểu Pháp, Quốc tế, Kiểu Á, Kiểu Việt, Bữa tối, Bữa trưa",700.000 vnd - 1.000.000 vnd,106.6940916,10.7667963,"Health Farm -Vegetarian Restaurant, Trần Hưng Ðạo, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
888,Le Comptoir Bistro & Books,+84 90 107 79 89,Đang mở cửa: 07:00 SA - 11:00 CH,5.0,"Kiểu Pháp, Cà phê, Hải sản, Bữa sáng, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.7048404,10.7756706,"Du Lịch Nam Trip, 34, Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
889,Le Financier Lounge,+84 337 330 165,Đang mở cửa: 11:00 SA - 12:00 SA,5.0,"Kiểu Việt, Kiểu Pháp, Nhà hàng bít tết, Hải sản, Kiểu Nga, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.7009194,10.7731883,"Saigon Centre, Đường Pasteur, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
890,Le Jardin,+84 8 3825 8465,,4.0,"Kiểu Pháp, Kiểu Âu, Phù hợp với người ăn chay, Bữa trưa, Bữa tối, Đêm muộn",400.000 vnd - 700.000 vnd,106.6993988,10.7845268,"KFC, Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
891,Le Loi,+84 93 897 20 50,,4.5,1.429 ₫ - 238.095 ₫,100.000 vnd - 400.000 vnd,106.7090674,10.7948047,"Đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 72210, Việt Nam"
892,Le Mekong Restaurant,+84 28 3933 3840,Đang mở cửa: 08:00 SA - 10:00 CH,5.0,"Kiểu Pháp, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",100.000 vnd - 400.000 vnd,106.693439,10.7787025,"Khoai Môn Nha Trang, Đường Lê Quý Đôn, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 71009, Việt Nam"
893,Le Padam - Cheese Bar,+84 90 664 90 00,Đang mở cửa: 08:00 SA - 11:00 CH,4.0,"Kiểu Pháp, Kiểu Âu, Nhà hàng bán bia, Cà phê, Quán rượu, Quầy rượu vang, Bữa tối, Đồ uống",100.000 vnd - 400.000 vnd,106.6909976,10.7656071,"Hotel Đức Vượng, Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
894,Le Royal Saigon,+84 28 3823 1183,,4.5,"Kiểu Pháp, Kiểu Mỹ, Cà phê, Kiểu Việt, Kiểu Bữa tối, Đặt chỗ",400.000 vnd - 700.000 vnd,106.7040596,10.7740888,"chung cư 42 Nguyễn Huệ, Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
895,Le Square Epicier Fin,+84 93 837 34 41,Đang đóng cửa:  Xem tất cả giờ,4.5,"Pizza, Cà phê, Kiểu Âu, Bữa sáng, Bữa trưa, Bữa tối, Đồ uống",100.000 vnd - 400.000 vnd,106.7265276,10.8141784,"Đường Số 40, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71107, Việt Nam"
896,Le Terroir,+84 8 3915 9169,Đang mở cửa: 11:00 SA - 2:00 CH6:00 CH - 11:00 CH,4.0,"Kiểu Pháp, Kiểu Âu, Phù hợp với người ăn chay, Bữa tối, Bữa trưa",400.000 vnd - 700.000 vnd,106.6881877,10.7927343,"Nhà Hàng Chay Phi Nhung, Đường Ðặng Tất, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, 72210, Việt Nam"
897,Le Thanh Ton Sakaba,Chưa xác thực,,4.0,"Kiểu Nhật, Kiểu Á, Bữa tối, Chỗ ngồi, Dịch vụ bàn, Đặt chỗ",400.000 vnd - 700.000 vnd,106.7284742,10.8038904,"Nhà Hàng Les Délices De Mai, Đường Nguyễn Cừ, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
898,Lean for Life at Saigon Sports Club,+84 93 373 22 72,Đóng cửa sau 18 phút nữa:  Xem tất cả giờ,5.0,"Kiểu Tây nam, Quốc tế, Kiểu Việt, Tốt cho sức khỏe, Phù hợp với người ăn chay, Tùy chọn ăn chay",100.000 vnd - 400.000 vnd,106.6952932,10.7719108,"A&EM, 280, Lê Thánh Tôn, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
899,Lee Ho Ma,+84 8 6605 0034,,5.0,"Kiểu Trung Quốc, Kiểu Á, Kiểu Singapore, Kiểu Malaysia",400.000 vnd - 700.000 vnd,106.7103472,10.7324967,"Trường Tiểu học Vỗ Thị Sáu, Lô R6, Đặng Đại Độ, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 70000, Việt Nam"
900,Lees Noodle Kitchen,+84 93 413 61 18,,4.5,Kiểu Trung Quốc,400.000 vnd - 700.000 vnd,106.6959841,10.789911,"Cà phê 66, 66, Huỳnh Khương Ninh, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 72210, Việt Nam"
901,Legato The gallery & Bar,+84 38 557 5631,Đang mở cửa: 12:00 SA - 11:59 CH,5.0,"Quầy bar, Quán rượu, Bữa tối, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.7192025,10.7955236,"Vinhomes Central Park, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 71108, Việt Nam"
902,LeLa Saigon Restaurant & Bar,+84 90 816 61 38,Đang mở cửa: 5:00 CH - 01:00 SA,4.5,"Kiểu Mỹ, Kiểu Địa Trung Hải, Kiểu Âu, Bữa tối, Đồ uống",100.000 vnd - 400.000 vnd,106.6563403,10.7517903,"497, Đường Trần Hưng Ðạo, Phường 14, Quận 5, Thành phố Hồ Chí Minh, 73009, Việt Nam"
903,Lemongrass Vietnamese Cuisine,+84 8 3829 1520,,4.0,"Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.704378,10.772936,"Bún Chả Hồ Gươm, Hẻm 53 Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
904,Leng Keng 13,+84 28 6681 6813,,4.5,Cà phê,20.000 vnd - 99.000 vnd,106.7020317,10.7702515,"VIB Bank, Hẻm 89 Đường Hàm Nghi, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
905,Leng Keng Zone,+84 97 797 90 97,Đang mở cửa: 11:00 SA - 11:30 CH,4.0,"Đồ nướng, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.6849997,10.7701643,"Liem Barber shop, Nguyễn Sơn Hà, Phường 5, Quận 3, Thành phố Hồ Chí Minh, 72406, Việt Nam"
906,Leresto,+84 93 409 01 30,Đang mở cửa: 09:00 SA - 10:30 CH,4.5,"Kiểu Pháp, Kiểu Âu, Bữa sáng, Bữa trưa, Bữa tối, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.6931064,10.7671544,"Nhà Khách Thanh, Hẻm 48 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
907,L'herbanyste,Chưa xác thực,,5.0,Quốc tế,400.000 vnd - 700.000 vnd,106.712896,10.7212672,"The Panorama 14 & 15, Đường Trần Văn Trà, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 72915, Việt Nam"
908,Liberty Restaurant,Chưa xác thực,,4.0,"Kiểu Việt, Bữa trưa, Đặt chỗ",400.000 vnd - 700.000 vnd,106.6995645,10.7884855,"Nhà Hàng Làng Việt, Đường Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
909,Lil London- Cocktail And Spirits,+84 8 5534 5567,Đang mở cửa: 12:00 SA - 11:59 CH,5.0,"Đồ nướng, Quầy rượu vang, Nhà hàng bia, Bữa sáng, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",1612358 vnd - 5.000.000 vnd,106.7068855,10.7778252,"Tòa nhà The Landmark, Thái Văn Lung, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
910,Lion Brewery Ho Chi Minh,+84 8 3823 8514,Đang mở cửa: 11:00 SA - 12:00 SA,3.5,"Quầy bar, Kiểu Đức, Quán rượu, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Chỗ ngồi, Phục vụ đồ uống có cồn, Ngồi ngoài trời, Quầy bar đầy đủ, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.704163,10.774464,"Nhà Hàng Alibaba, 90, Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
911,Lion City Cafe & Restaurant,+84 93 811 12 30,Đang mở cửa: 09:00 SA - 03:00 SA,3.5,"Kiểu Á, Kiểu Singapore, Bữa trưa, Bữa tối, Đêm muộn, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Tivi, Phục vụ đồ uống có cồn, Đặt chỗ, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.70628,10.7735388,"Grand Hotel, Đường Ðồng Khởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
912,Liquid Sky Bar,+84 28 3822 0033,Đang mở cửa: 5:00 CH - 12:00 SA,4.5,"Quầy bar, Bữa tối",700.000 vnd - 1.000.000 vnd,106.7025447,10.7726584,"Chợ cũ Tôn Thất Đạm, Huỳnh Thúc Kháng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
913,Little ahn-em,Chưa xác thực,,5.0,Kiểu Việt,100.000 vnd - 400.000 vnd,106.690128,10.76553,"126, Đường Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
914,Lobby Lounge,+84 28 3948 5050,,5.0,"Kiểu Tây nam, Kiểu Á, Kiểu Việt",100.000 vnd - 400.000 vnd,106.7075775,10.7797826,"Đường Tôn Ðức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
915,Local Bar,+84 93 851 70 07,Đang mở cửa: 06:30 SA - 03:00 SA,4.0,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay",100.000 vnd - 400.000 vnd,106.7062995,10.7744649,"Khách sạn Renaissance Riverside Sài Gòn, 8-15, Đường Tôn Ðức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 72806, Việt Nam"
